2.92229,-0.445112,0.0583034,0.259983,-0.140445,-0.166532,-0.138111,-0.142265,-0.117695,-0.162845,-0.115483,-0.1549,-0.11332,-0.140896,-0.0262294,0.0517572,0.0576815,0.0456045,-0.00856758,-0.000589205,-0.0498664,-0.000316194,-0.000392492,-0.00109734,-0.000328267,0.000189261,-0.00034207,-0.000310563,0.000147584,-0.000282964,-0.000384234,0.182159,-0.0861737,0.0599487,-0.00375669,0.00900834,-0.0464324,0.0461051,-0.0214953,0.0199266,-0.0263749
2.92229,-0.444892,0.0620848,0.260722,-0.14125,-0.168288,-0.138642,-0.142203,-0.117989,-0.162893,-0.115311,-0.153904,-0.113203,-0.13962,-0.0264232,0.0509669,0.0564912,0.0446785,-0.00864226,-0.00101939,-0.0486075,-0.00100768,-0.000810293,-5.57275e-05,-0.00325978,0.00218972,0.00321442,-7.68785e-05,0.00209785,0.00439264,-0.00112106,0.689201,2.3758,0.0983394,-0.00773296,0.456599,-0.0516544,-0.371764,-1.02418,-1.23947,-0.951411
2.92229,-0.444585,0.0671283,0.261355,-0.141646,-0.169918,-0.139219,-0.142313,-0.118446,-0.163165,-0.115905,-0.1518,-0.112743,-0.137616,-0.0268034,0.0498916,0.0551244,0.0435447,-0.00848973,-0.000966834,-0.0466275,-0.00103038,-0.000798017,-7.50196e-05,-0.00330755,0.00220883,0.00328323,-8.35874e-05,0.00216685,0.00450037,-0.00121477,0.0240568,-0.873314,0.0532949,-0.000240815,-0.146542,-0.0504491,0.185598,0.28962,0.478811,0.340889
2.92229,-0.444195,0.0725886,0.262034,-0.142077,-0.171681,-0.139831,-0.142425,-0.118925,-0.163453,-0.116493,-0.149497,-0.112226,-0.13543,-0.0271993,0.0486978,0.0536513,0.0423149,-0.00832256,-0.000911015,-0.0445114,-0.00105494,-0.000784257,-9.56224e-05,-0.00335796,0.00222835,0.00335625,-9.10975e-05,0.00224068,0.00461443,-0.00131602,0.190218,-0.0617965,0.0645964,-0.00277269,0.00464129,-0.0513273,0.0464239,-0.0386762,0.0493912,0.0171853
2.92229,-0.443728,0.0781843,0.262722,-0.142522,-0.173484,-0.140444,-0.14253,-0.119398,-0.163741,-0.117034,-0.147107,-0.111675,-0.13317,-0.0275862,0.0474414,0.0521496,0.0410523,-0.00814905,-0.000855071,-0.0423739,-0.0010801,-0.000769621,-0.000116404,-0.00340809,0.00224698,0.00342938,-9.90781e-05,0.0023153,0.00472832,-0.00141948,0.190113,-0.062477,0.0646165,-0.00331985,0.00497078,-0.0518024,0.0465628,-0.0385241,0.0495275,0.0166782
2.92229,-0.443187,0.0838209,0.263407,-0.142973,-0.175298,-0.141047,-0.142625,-0.119857,-0.164022,-0.117512,-0.144671,-0.111097,-0.130875,-0.0279549,0.0461414,0.0506455,0.0397782,-0.00797209,-0.000800082,-0.0402539,-0.00110541,-0.000754307,-0.000136977,-0.00345693,0.00226428,0.00350119,-0.000107422,0.00238935,0.00483981,-0.00152333,0.190002,-0.063205,0.0646243,-0.00386969,0.00530038,-0.0522761,0.0467029,-0.0383494,0.0496743,0.0161818
2.92229,-0.442573,0.0894664,0.264086,-0.143427,-0.177111,-0.141636,-0.142709,-0.120297,-0.164294,-0.117923,-0.142202,-0.110495,-0.128556,-0.0283015,0.044805,0.0491483,0.0385002,-0.00779278,-0.000746434,-0.0381643,-0.00113071,-0.000738382,-0.000157202,-0.00350412,0.00228006,0.00357117,-0.000116096,0.00246233,0.00494808,-0.00162692,0.189887,-0.0639768,0.0646194,-0.00441895,0.00562801,-0.0527454,0.0468432,-0.0381525,0.0498309,0.0156996
2.92229,-0.441885,0.0951095,0.264758,-0.143883,-0.17892,-0.142208,-0.142783,-0.120718,-0.164556,-0.118264,-0.139705,-0.10987,-0.126219,-0.0286238,0.0434355,0.0476615,0.037221,-0.00761159,-0.000694277,-0.0361099,-0.00115594,-0.000721869,-0.000177022,-0.00354951,0.00229424,0.0036391,-0.00012509,0.00253404,0.00505279,-0.00172996,0.189767,-0.0647905,0.0646015,-0.00496648,0.00595298,-0.053209,0.0469833,-0.0379336,0.0499967,0.0152329
2.92229,-0.441124,0.100746,0.265423,-0.144342,-0.180724,-0.142763,-0.142845,-0.121119,-0.164807,-0.118533,-0.137182,-0.109222,-0.123865,-0.0289203,0.0420348,0.0461866,0.0359421,-0.00742884,-0.000643686,-0.0340921,-0.00118107,-0.000704777,-0.000196411,-0.00359302,0.00230678,0.00370489,-0.000134402,0.00260438,0.00515379,-0.0018323,0.189642,-0.0656448,0.0645708,-0.0055118,0.00627507,-0.0536666,0.0471228,-0.037693,0.0501714,0.0147826
2.92229,-0.44029,0.106373,0.266081,-0.144803,-0.182522,-0.143301,-0.142896,-0.1215,-0.165045,-0.118731,-0.134637,-0.10855,-0.121495,-0.0291898,0.0406046,0.0447245,0.0346643,-0.00724475,-0.000594703,-0.0321118,-0.00120607,-0.000687112,-0.00021535,-0.0036346,0.00231764,0.00376845,-0.000144031,0.00267329,0.00525094,-0.00193384,0.189512,-0.0665385,0.0645272,-0.00605469,0.00659423,-0.0541179,0.0472615,-0.0374309,0.0503546,0.014349
