2.92227,0.467494,-0.148668,0.292183,-0.157361,0.0623909,-0.141265,-0.178413,-0.122881,-0.185408,-0.0553627,-0.000574695,-0.0128631,-0.00180723,-0.000500212,0.00463278,-0.000717538,-0.00629743,0.00389308,-0.00594339,0.00487053,0.190545,-0.111606,0.0410622,-0.00318314,0.0482018,-0.061728,0.0330783,-0.045397
2.92227,0.469259,-0.144751,0.292006,-0.157043,0.0642554,-0.140761,-0.180232,-0.122585,-0.185072,-0.0538968,-0.000764462,0.00223839,-0.00112914,0.000187029,-2.1578e-05,0.00148485,-0.00269221,0.00110416,-0.00462544,0.00204584,0.464668,0.562604,-0.0593044,2.18365,3.14321,-0.690558,-0.287408,-0.291068
2.92227,0.471445,-0.139606,0.292506,-0.156975,0.0662552,-0.14028,-0.180615,-0.12184,-0.184068,-0.0518117,-0.0008314,0.00214175,-0.00114079,0.000191874,-5.95364e-05,0.00147618,-0.00267172,0.00106127,-0.00453553,0.0016388,0.115987,-0.333619,0.0726706,-0.776764,-1.04837,0.167044,0.123005,0.0520865
2.92227,0.47375,-0.134008,0.293029,-0.156912,0.0684158,-0.139734,-0.181019,-0.121027,-0.182958,-0.0495662,-0.000904381,0.0020356,-0.00115324,0.000197022,-0.000101386,0.00146657,-0.00264883,0.00101344,-0.00443581,0.00119377,0.202951,-0.10923,0.0405109,-0.0361991,-0.000470985,-0.0475437,0.0204777,-0.0334523
2.92227,0.47604,-0.128239,0.293546,-0.156859,0.0706247,-0.139146,-0.181419,-0.120188,-0.181795,-0.0472784,-0.000979717,0.00192512,-0.00116578,0.000202193,-0.000145115,0.00145652,-0.0026246,0.000962808,-0.0043309,0.000732965,0.20278,-0.108949,0.0412094,-0.035795,-0.000460542,-0.0477024,0.0205371,-0.0332471
2.92227,0.478272,-0.122395,0.294047,-0.156819,0.0728442,-0.138524,-0.181809,-0.119335,-0.180596,-0.0449881,-0.00105614,0.00181207,-0.00117818,0.0002073,-0.000190036,0.00144618,-0.00259937,0.00091008,-0.00422233,0.000264011,0.202606,-0.108663,0.041916,-0.0353698,-0.000446238,-0.0478647,0.0205934,-0.0330425
2.92227,0.480429,-0.116507,0.294529,-0.15679,0.0750614,-0.137869,-0.182185,-0.118473,-0.179367,-0.0427084,-0.00113319,0.00169709,-0.00119034,0.000212319,-0.000235901,0.00143564,-0.0025733,0.000855479,-0.00411064,-0.000210301,0.202429,-0.108373,0.0426262,-0.0349256,-0.000427864,-0.0480295,0.0206462,-0.0328397
2.92227,0.482506,-0.110586,0.294992,-0.156774,0.0772717,-0.137182,-0.182546,-0.117604,-0.178111,-0.0404439,-0.00121066,0.00158044,-0.00120221,0.000217251,-0.000282604,0.00142496,-0.00254642,0.000799073,-0.00399602,-0.000688783,0.202249,-0.10808,0.0433384,-0.0344632,-0.000405097,-0.048196,0.0206953,-0.0326387
2.92227,0.484503,-0.104638,0.295437,-0.156769,0.0794732,-0.136465,-0.182893,-0.116727,-0.176829,-0.0381964,-0.00128844,0.00146226,-0.00121379,0.000222102,-0.000330088,0.00141417,-0.0025188,0.000740877,-0.00387856,-0.00117077,0.202065,-0.107784,0.0440518,-0.033983,-0.000377561,-0.048364,0.0207407,-0.0324397
2.92227,0.486417,-0.0986637,0.295864,-0.156775,0.081665,-0.135716,-0.183226,-0.115844,-0.175521,-0.0359663,-0.00136646,0.00134264,-0.00122504,0.00022688,-0.000378309,0.00140331,-0.00249045,0.000680892,-0.00375831,-0.00165579,0.201878,-0.107484,0.0447659,-0.0334854,-0.000344866,-0.0485332,0.0207823,-0.0322423
